Frame	 PSNR-Y 	 PSNR-U 	 PSNR-V 	 PSNR-All 	 Frame	  SSIM-Y	  SSIM-U	  SSIM-V	  SSIM-All	 Frame
   23	 49.669153	 52.702798	 51.667924	 50.350799	  min	  0.989787	  0.995086	  0.993198	  0.991239	  min
   24	 49.749928	 53.037390	 50.540358	 50.286481	  min	  0.989955	  0.994848	  0.992351	  0.991170	  min
   25	 49.421504	 52.226687	 50.973272	 50.023202	  min	  0.989883	  0.994261	  0.992042	  0.990972	  min
   26	 49.322829	 51.827222	 50.583346	 49.853516	  min	  0.989902	  0.993885	  0.991426	  0.990820	  min
   27	 48.756276	 51.030630	 49.820737	 49.234039	  min	  0.989072	  0.993502	  0.990303	  0.990016	  min
   28	 48.511060	 51.542577	 49.230253	 49.013137	  min	  0.989035	  0.992613	  0.989414	  0.989695	  min
   29	 48.530185	 50.605284	 49.120025	 48.913487	  min	  0.989318	  0.992463	  0.989177	  0.989818	     
   30	 48.349631	 50.530586	 49.174742	 48.781405	  min	  0.988970	  0.992002	  0.988831	  0.989452	  min
   31	 48.138992	 49.896271	 48.482039	 48.445397	  min	  0.990322	  0.991608	  0.988310	  0.990201	     
   32	 48.102803	 50.805086	 49.161482	 48.624859	     	  0.991270	  0.991343	  0.988160	  0.990764	     
   33	 48.214347	 49.614293	 48.261687	 48.426758	  min	  0.991379	  0.991208	  0.987991	  0.990786	     
   34	 48.269698	 49.999525	 48.886979	 48.616928	     	  0.991155	  0.991134	  0.988617	  0.990728	     
   35	 47.924502	 49.091265	 47.849739	 48.085407	  min	  0.991628	  0.990756	  0.987419	  0.990781	     
   36	 47.986539	 50.190894	 48.567047	 48.382753	     	  0.992235	  0.990420	  0.987536	  0.991149	     
   37	 47.231592	 49.025222	 47.414764	 47.515460	  min	  0.991784	  0.990035	  0.986923	  0.990682	     
   38	 47.999253	 49.455740	 48.273203	 48.257251	     	  0.991890	  0.990212	  0.988102	  0.990979	     
   39	 47.008088	 48.277120	 47.042022	 47.201365	  min	  0.991684	  0.989130	  0.986444	  0.990385	     
   40	 47.628420	 49.256628	 47.889105	 47.905548	     	  0.992235	  0.988982	  0.987181	  0.990851	     
   41	 46.310641	 47.786176	 46.401662	 46.540111	  min	  0.991430	  0.988240	  0.985676	  0.989940	     
   42	 46.959325	 47.865634	 46.722203	 47.056108	     	  0.991539	  0.988180	  0.986193	  0.990088	     
   43	 45.993206	 47.010115	 45.893999	 46.129708	  min	  0.991196	  0.987189	  0.985106	  0.989513	     
   44	 46.675569	 47.885986	 46.631159	 46.847553	     	  0.991846	  0.987006	  0.985850	  0.990040	     
   45	 46.075372	 47.507971	 46.256882	 46.314865	     	  0.990446	  0.986320	  0.984667	  0.988795	  min
   46	 46.470360	 47.171924	 46.062545	 46.507225	     	  0.989361	  0.985216	  0.984223	  0.987814	  min
   47	 45.851956	 46.052862	 44.995408	 45.728636	  min	  0.987348	  0.983074	  0.982060	  0.985754	  min
   48	 48.469081	 49.282403	 48.360697	 48.575705	     	  0.992997	  0.989727	  0.990183	  0.991983	     
   49	 45.505891	 47.730899	 46.494084	 45.967014	     	  0.990163	  0.987185	  0.986516	  0.989059	     
   50	 44.614480	 46.070983	 45.047921	 44.898562	  min	  0.987687	  0.982795	  0.982133	  0.985946	     
   51	 45.574161	 46.408237	 45.458037	 45.682362	     	  0.989097	  0.983639	  0.983161	  0.987198	     
   52	 46.168624	 46.633362	 45.628235	 46.146230	     	  0.988821	  0.984118	  0.983632	  0.987172	     
   53	 45.616183	 46.501604	 45.411198	 45.715833	     	  0.989157	  0.983639	  0.983473	  0.987290	     
   54	 45.836947	 46.370142	 45.255790	 45.816981	     	  0.989332	  0.983068	  0.982878	  0.987213	     
   55	 45.212270	 46.120284	 44.887372	 45.293358	     	  0.988924	  0.982267	  0.981706	  0.986611	     
   56	 45.854045	 46.208835	 45.107094	 45.775698	     	  0.988554	  0.982575	  0.982142	  0.986489	     
   57	 45.326630	 46.108352	 44.899725	 45.371328	     	  0.988986	  0.982213	  0.981636	  0.986632	     
   58	 46.281078	 46.529152	 45.477302	 46.175400	     	  0.989488	  0.983244	  0.983213	  0.987401	     
   59	 45.470339	 46.185419	 44.866876	 45.472325	     	  0.989195	  0.982324	  0.981504	  0.986768	     
   60	 46.332233	 46.676247	 45.618034	 46.258604	     	  0.988904	  0.983457	  0.983515	  0.987098	     
   61	 45.391268	 46.077968	 44.724357	 45.377012	     	  0.989216	  0.981819	  0.981072	  0.986626	     
   62	 46.249004	 46.613353	 45.483496	 46.168483	     	  0.989572	  0.983234	  0.983195	  0.987453	     
   63	 45.396199	 45.939806	 44.573860	 45.330960	     	  0.989158	  0.981344	  0.980433	  0.986401	     
   64	 46.241717	 46.626264	 45.627472	 46.193355	     	  0.988825	  0.983123	  0.983498	  0.986987	     
   65	 45.231777	 45.714870	 44.347290	 45.145343	     	  0.989102	  0.980565	  0.979716	  0.986115	     
   66	 45.560555	 46.121981	 45.039698	 45.556103	     	  0.989066	  0.981536	  0.981750	  0.986592	     
   67	 45.101465	 45.478008	 44.103638	 44.976435	     	  0.988855	  0.979567	  0.978585	  0.985595	  min
   68	 45.494592	 46.032653	 44.985530	 45.488923	     	  0.988100	  0.981013	  0.981305	  0.985786	     
   69	 44.885394	 45.298263	 43.973472	 44.783127	  min	  0.988551	  0.978728	  0.977960	  0.985148	  min
   70	 45.315802	 45.706826	 44.643936	 45.257415	     	  0.988658	  0.979783	  0.980250	  0.985777	     
   71	 44.843284	 45.303676	 43.989488	 44.759649	  min	  0.988458	  0.978655	  0.977966	  0.985075	  min
   72	 45.325738	 45.813438	 44.721072	 45.294605	     	  0.987817	  0.980052	  0.980330	  0.985275	     
   73	 44.666009	 45.181111	 43.840427	 44.595986	  min	  0.988267	  0.978076	  0.977176	  0.984720	  min
   74	 45.164892	 45.385327	 44.251447	 45.033293	     	  0.988418	  0.978442	  0.978539	  0.985109	     
   75	 44.584285	 45.068034	 43.792876	 44.516430	  min	  0.988069	  0.977531	  0.976822	  0.984438	  min
   76	 45.129318	 45.515852	 44.438701	 45.066651	     	  0.987454	  0.978713	  0.979053	  0.984597	     
   77	 44.495265	 44.958479	 43.672951	 44.418293	  min	  0.987938	  0.977061	  0.976376	  0.984198	  min
   78	 44.927303	 45.134758	 43.900486	 44.770857	     	  0.987936	  0.977214	  0.976978	  0.984323	     
   79	 44.426836	 44.914871	 43.707224	 44.373654	  min	  0.987635	  0.976733	  0.976422	  0.983949	  min
   80	 44.929174	 45.262523	 44.215855	 44.854099	     	  0.987002	  0.977335	  0.978044	  0.983898	  min
   81	 44.386652	 44.910433	 43.694819	 44.344102	  min	  0.987487	  0.976578	  0.976341	  0.983811	  min
   82	 44.734769	 44.888998	 43.707707	 44.570073	     	  0.987433	  0.975979	  0.976010	  0.983620	  min
   83	 44.314972	 44.738645	 43.611061	 44.255300	  min	  0.987270	  0.975813	  0.975803	  0.983450	  min
   84	 44.746180	 44.987129	 43.939001	 44.638741	     	  0.986661	  0.975952	  0.976634	  0.983205	  min
   85	 44.177162	 44.560095	 43.452604	 44.107397	  min	  0.987085	  0.974896	  0.975023	  0.983043	  min
   86	 44.518648	 44.534556	 43.418071	 44.317271	     	  0.987160	  0.974292	  0.974400	  0.982889	  min
   87	 44.077538	 44.414995	 43.415525	 44.012945	  min	  0.986870	  0.974213	  0.974714	  0.982734	  min
   88	 44.521421	 44.711686	 43.670453	 44.397554	     	  0.986202	  0.974678	  0.975286	  0.982462	  min
   89	 43.994459	 44.282202	 43.290903	 43.914315	  min	  0.986726	  0.973555	  0.973974	  0.982405	  min
   90	 44.326351	 44.297084	 43.276214	 44.128056	     	  0.986705	  0.973057	  0.973470	  0.982224	  min
   91	 43.972003	 44.078335	 43.156402	 43.841941	  min	  0.986479	  0.972595	  0.973208	  0.981953	  min
   92	 44.301669	 44.460376	 43.462404	 44.175195	     	  0.985694	  0.973368	  0.974010	  0.981692	  min
   93	 43.986752	 44.176220	 43.212945	 43.877857	     	  0.986199	  0.972630	  0.973042	  0.981745	     
   94	 44.357380	 44.361962	 43.353363	 44.173818	     	  0.985616	  0.972615	  0.973215	  0.981382	  min
   95	 44.472710	 44.489228	 43.575013	 44.312256	     	  0.985744	  0.973276	  0.974237	  0.981748	     
   96	 45.813330	 45.793958	 45.015196	 45.666572	     	  0.990366	  0.979274	  0.981270	  0.987001	     
   97	 44.215895	 44.718683	 43.678979	 44.199801	     	  0.988848	  0.975729	  0.976574	  0.984616	     
   98	 44.387589	 44.549678	 43.498512	 44.251814	     	  0.988798	  0.974354	  0.975069	  0.984102	     
   99	 43.855343	 44.138492	 43.111170	 43.766652	  min	  0.988038	  0.972782	  0.973335	  0.983045	     
  100	 44.283645	 44.612825	 43.599220	 44.213500	     	  0.988241	  0.974140	  0.975080	  0.983697	     
  101	 43.513833	 43.889903	 42.758906	 43.437136	  min	  0.987406	  0.971119	  0.971058	  0.981967	     
  102	 44.048862	 43.989779	 42.920257	 43.829765	     	  0.987835	  0.970973	  0.971323	  0.982272	     
  103	 43.396121	 43.631843	 42.587726	 43.287639	  min	  0.986954	  0.969534	  0.969709	  0.981176	  min
  104	 43.955157	 44.042091	 43.126477	 43.819474	     	  0.987330	  0.970604	  0.971988	  0.981985	     
  105	 43.093507	 43.312590	 42.305317	 42.986406	  min	  0.986218	  0.967151	  0.967595	  0.979936	  min
  106	 43.284182	 43.338099	 42.321564	 43.116774	     	  0.986280	  0.966459	  0.967109	  0.979781	  min
  107	 42.822940	 43.013414	 41.970463	 42.698808	  min	  0.985404	  0.964899	  0.965060	  0.978596	  min
  108	 43.060907	 43.295457	 42.330240	 42.967355	     	  0.985499	  0.965705	  0.966936	  0.979106	     
  109	 42.674977	 42.835044	 41.780782	 42.537872	  min	  0.984957	  0.963394	  0.963519	  0.977790	  min
  110	 42.959329	 42.911663	 41.904783	 42.757185	     	  0.985200	  0.963046	  0.963857	  0.977951	     
  111	 42.523801	 42.646163	 41.621829	 42.379264	  min	  0.984376	  0.961815	  0.962213	  0.976922	  min
  112	 42.742067	 42.896314	 41.970317	 42.628071	     	  0.984362	  0.962151	  0.964110	  0.977284	     
  113	 42.453339	 42.456986	 41.492392	 42.278265	  min	  0.984021	  0.959998	  0.961004	  0.976181	  min
  114	 42.719032	 42.588889	 41.654665	 42.501529	     	  0.984378	  0.960047	  0.961494	  0.976508	     
  115	 42.307923	 42.334382	 41.382180	 42.143503	  min	  0.983553	  0.959124	  0.959898	  0.975539	  min
  116	 42.517526	 42.613329	 41.721256	 42.389565	     	  0.983422	  0.959652	  0.961805	  0.975858	     
  117	 42.283315	 42.206173	 41.273052	 42.085352	  min	  0.983168	  0.957719	  0.958873	  0.974877	  min
  118	 42.533402	 42.341284	 41.424871	 42.296754	     	  0.983318	  0.957686	  0.959318	  0.975046	     
  119	 42.170105	 42.068689	 41.198104	 41.975853	  min	  0.982504	  0.956363	  0.957872	  0.974042	  min
  120	 42.315768	 42.336868	 41.479503	 42.168114	     	  0.982211	  0.956850	  0.959472	  0.974195	     
  121	 42.101578	 41.970386	 41.075593	 41.891650	  min	  0.982003	  0.955033	  0.956623	  0.973278	  min
  122	 42.262632	 42.090808	 41.150871	 42.028667	     	  0.982033	  0.955012	  0.956556	  0.973283	     
  123	 42.004155	 41.871270	 41.018921	 41.802115	  min	  0.981402	  0.954275	  0.955847	  0.972622	  min
  124	 42.128008	 42.163430	 41.267553	 41.977909	     	  0.981063	  0.955027	  0.957276	  0.972759	     
  125	 41.962511	 41.800680	 40.953492	 41.750957	  min	  0.981036	  0.953098	  0.954922	  0.972028	  min
  126	 42.090048	 41.895708	 40.996722	 41.856127	     	  0.980916	  0.952676	  0.954477	  0.971803	  min
  127	 41.811225	 41.686700	 40.875111	 41.620319	  min	  0.980209	  0.952066	  0.953843	  0.971125	  min
  128	 41.967888	 41.974184	 41.096837	 41.811045	     	  0.979934	  0.952888	  0.955128	  0.971292	     
  129	 41.815588	 41.601121	 40.807397	 41.595482	  min	  0.979796	  0.950888	  0.952926	  0.970499	  min
  130	 41.948238	 41.696363	 40.842002	 41.702142	     	  0.979738	  0.950382	  0.952314	  0.970275	  min
  131	 41.667666	 41.540419	 40.762386	 41.482396	  min	  0.979068	  0.950029	  0.952041	  0.969723	  min
  132	 41.775545	 41.780436	 40.918130	 41.621152	     	  0.978699	  0.950465	  0.952731	  0.969665	  min
  133	 41.501658	 41.456785	 40.669917	 41.344241	  min	  0.978376	  0.949018	  0.950869	  0.968899	  min
  134	 41.720757	 41.563331	 40.655411	 41.498588	     	  0.978623	  0.948419	  0.949796	  0.968785	  min
  135	 41.441572	 41.399706	 40.595844	 41.281916	  min	  0.977807	  0.948142	  0.949644	  0.968169	  min
  136	 41.594869	 41.618045	 40.765597	 41.448913	     	  0.977423	  0.948320	  0.950331	  0.968057	  min
  137	 41.437544	 41.358450	 40.512510	 41.256256	  min	  0.977397	  0.947496	  0.948549	  0.967605	  min
  138	 41.541916	 41.482043	 40.538884	 41.348200	     	  0.977296	  0.947041	  0.947695	  0.967320	  min
  139	 41.303110	 41.275707	 40.409650	 41.136434	  min	  0.976587	  0.946212	  0.946996	  0.966593	  min
  140	 41.440351	 41.509475	 40.609318	 41.301383	     	  0.976093	  0.946473	  0.947814	  0.966443	  min
  141	 41.334263	 41.258662	 40.423849	 41.156431	     	  0.976191	  0.945465	  0.946424	  0.966109	  min
  142	 41.500156	 41.484694	 40.607488	 41.335561	     	  0.975920	  0.945953	  0.947237	  0.966145	     
  143	 41.621447	 41.616976	 40.806856	 41.473903	     	  0.976205	  0.947517	  0.949027	  0.966894	     
  144	 41.094486	 41.409713	 40.494961	 41.038380	  min	  0.974531	  0.946218	  0.947077	  0.965236	  min
  145	 40.704912	 40.988328	 40.005227	 40.624849	  min	  0.973707	  0.943262	  0.942625	  0.963453	  min
  146	 41.065536	 41.144358	 40.214710	 40.924231	     	  0.974133	  0.943412	  0.943649	  0.963932	     
  147	 40.530113	 40.758881	 39.822298	 40.440067	  min	  0.972422	  0.940472	  0.939877	  0.961673	  min
  148	 40.475641	 41.060857	 40.242236	 40.527231	     	  0.971269	  0.942349	  0.943468	  0.961816	     
  149	 40.450063	 40.682077	 39.791807	 40.370000	  min	  0.971630	  0.939569	  0.939118	  0.960868	  min
  150	 40.816748	 41.019207	 40.197493	 40.739478	     	  0.972176	  0.941747	  0.942546	  0.962166	     
  151	 40.370033	 40.617528	 39.745239	 40.298722	  min	  0.970716	  0.938738	  0.938046	  0.959942	  min
  152	 40.330572	 40.944785	 40.231237	 40.410007	     	  0.969484	  0.940582	  0.942377	  0.960149	     
  153	 40.278248	 40.500217	 39.648511	 40.202039	  min	  0.969655	  0.937242	  0.936419	  0.958714	  min
  154	 40.488995	 40.763713	 40.023151	 40.451567	     	  0.969737	  0.939056	  0.940010	  0.959669	     
  155	 40.139402	 40.424393	 39.601521	 40.090221	  min	  0.968359	  0.936571	  0.935455	  0.957577	  min
  156	 40.168721	 40.918181	 40.219611	 40.293659	     	  0.967454	  0.940113	  0.941774	  0.958617	     
  157	 40.143830	 40.380138	 39.586091	 40.083396	  min	  0.967529	  0.935812	  0.935121	  0.956842	  min
  158	 40.338587	 40.726032	 40.093104	 40.358317	     	  0.967768	  0.938426	  0.940081	  0.958263	     
  159	 40.001703	 40.287584	 39.591496	 39.976190	  min	  0.966206	  0.934621	  0.934855	  0.955717	  min
  160	 40.013426	 40.791214	 40.200334	 40.165225	     	  0.965491	  0.938226	  0.940938	  0.956855	     
  161	 39.955095	 40.266478	 39.578981	 39.939722	  min	  0.965815	  0.933779	  0.934394	  0.955239	  min
  162	 40.174689	 40.631214	 40.114766	 40.237307	     	  0.966005	  0.936711	  0.939848	  0.956763	     
  163	 39.842901	 40.236570	 39.600199	 39.864076	  min	  0.964630	  0.933317	  0.934317	  0.954359	  min
  164	 39.928975	 40.732108	 40.209831	 40.099828	     	  0.963984	  0.936921	  0.940500	  0.955559	     
  165	 39.883549	 40.252394	 39.602513	 39.894110	     	  0.964318	  0.932885	  0.934035	  0.954032	  min
  166	 40.083350	 40.602243	 40.128676	 40.173306	     	  0.964486	  0.935936	  0.939564	  0.955574	     
  167	 39.724021	 40.249556	 39.663214	 39.796920	  min	  0.963052	  0.932724	  0.934673	  0.953267	  min
  168	 39.821311	 40.696193	 40.244407	 40.025282	     	  0.962460	  0.936222	  0.940695	  0.954460	     
  169	 39.714544	 40.216127	 39.617416	 39.777579	  min	  0.962651	  0.931984	  0.933885	  0.952746	  min
  170	 39.977569	 40.479718	 40.009458	 40.062728	     	  0.963114	  0.934386	  0.938072	  0.954152	     
  171	 39.672438	 40.206343	 39.677982	 39.757929	  min	  0.962080	  0.931906	  0.934753	  0.952496	  min
  172	 39.752338	 40.666100	 40.232317	 39.970816	     	  0.961246	  0.935563	  0.940643	  0.953532	     
  173	 39.687511	 40.209040	 39.671513	 39.767476	     	  0.961374	  0.931636	  0.934425	  0.951926	  min
  174	 39.913492	 40.372882	 39.918672	 39.987639	     	  0.961716	  0.932921	  0.937006	  0.952798	     
  175	 39.575659	 40.171762	 39.700905	 39.690576	  min	  0.960481	  0.931400	  0.935052	  0.951396	  min
  176	 39.642452	 40.559494	 40.185699	 39.871264	     	  0.959847	  0.934414	  0.939952	  0.952292	     
  177	 39.625219	 40.143284	 39.702034	 39.720336	     	  0.960095	  0.930485	  0.934617	  0.950914	  min
  178	 39.847673	 40.294224	 39.903985	 39.928471	     	  0.960528	  0.931408	  0.936634	  0.951692	     
  179	 39.452270	 40.159590	 39.770740	 39.615257	  min	  0.958881	  0.930532	  0.935701	  0.950293	  min
  180	 39.519049	 40.477437	 40.219547	 39.777759	     	  0.958624	  0.933040	  0.939961	  0.951249	     
  181	 39.395823	 40.143878	 39.817445	 39.581221	  min	  0.958322	  0.930278	  0.935657	  0.949870	  min
  182	 39.613692	 40.251248	 39.928786	 39.765809	     	  0.958999	  0.930628	  0.936460	  0.950514	     
  183	 39.216589	 40.140658	 39.800623	 39.452699	  min	  0.957575	  0.929983	  0.935633	  0.949319	  min
  184	 39.350229	 40.366160	 40.094635	 39.623651	     	  0.957760	  0.931340	  0.938338	  0.950120	     
  185	 39.257484	 40.115945	 39.884763	 39.490812	     	  0.957778	  0.929347	  0.936175	  0.949439	     
  186	 39.488440	 40.185908	 39.938873	 39.670921	     	  0.958545	  0.929095	  0.936497	  0.949962	     
  187	 39.245309	 40.074444	 39.888452	 39.476800	     	  0.957423	  0.928672	  0.936626	  0.949165	  min
  188	 39.199369	 40.138224	 39.963332	 39.464792	     	  0.957203	  0.928300	  0.936592	  0.948950	  min
  189	 38.983166	 39.978959	 39.861377	 39.273489	  min	  0.956190	  0.927105	  0.935884	  0.947958	  min
  190	 38.884036	 39.944951	 39.787999	 39.187273	  min	  0.955909	  0.925634	  0.934772	  0.947340	  min
  191	 38.997478	 39.920823	 39.790131	 39.264933	     	  0.956571	  0.924988	  0.934364	  0.947606	     
  192	 37.406094	 38.730929	 38.485852	 37.770611	  min	  0.941915	  0.907637	  0.914706	  0.931667	  min
  193	 37.702169	 38.926529	 38.800102	 38.055684	     	  0.944926	  0.911235	  0.919066	  0.935001	     
  194	 37.860421	 39.049781	 38.935796	 38.205974	     	  0.946725	  0.912014	  0.920150	  0.936511	     
  195	 37.597862	 38.840723	 38.805502	 37.969142	     	  0.944718	  0.909570	  0.918394	  0.934473	     
  196	 37.389124	 38.667987	 38.600094	 37.765754	  min	  0.943541	  0.905315	  0.914768	  0.932375	     
  197	 37.595525	 38.731711	 38.772371	 37.947871	     	  0.945349	  0.907859	  0.917531	  0.934464	     
  198	 37.814230	 38.852116	 38.897596	 38.139800	     	  0.947554	  0.908642	  0.918835	  0.936282	     
  199	 37.383256	 38.559927	 38.661413	 37.755057	  min	  0.944834	  0.905133	  0.915767	  0.933373	     
  200	 37.382122	 38.531721	 38.601413	 37.742161	  min	  0.944618	  0.902737	  0.914120	  0.932555	     
  201	 37.333002	 38.487947	 38.653878	 37.707538	  min	  0.945334	  0.903930	  0.915043	  0.933385	     
  202	 37.862714	 38.644993	 38.824921	 38.134181	     	  0.948775	  0.905422	  0.917057	  0.936263	     
  203	 37.272144	 38.435759	 38.645602	 37.654899	  min	  0.945343	  0.903176	  0.915009	  0.933260	     
  204	 37.352718	 38.480637	 38.663719	 37.722156	     	  0.945465	  0.902012	  0.914657	  0.933088	     
  205	 37.330548	 38.339782	 38.564770	 37.672838	     	  0.946198	  0.901440	  0.913431	  0.933277	     
  206	 37.807958	 38.543827	 38.788022	 38.075048	     	  0.949149	  0.903745	  0.916225	  0.936094	     
  207	 37.208109	 38.292284	 38.573141	 37.578600	  min	  0.945747	  0.901022	  0.913614	  0.932937	     
  208	 37.275588	 38.422649	 38.731219	 37.666841	     	  0.945820	  0.901386	  0.915356	  0.933337	     
  209	 37.275201	 38.212778	 38.576699	 37.616224	     	  0.946918	  0.899575	  0.913192	  0.933407	     
  210	 37.742171	 38.432280	 38.769357	 38.009006	     	  0.949783	  0.901969	  0.915413	  0.936086	     
  211	 37.141476	 38.147994	 38.558569	 37.507748	  min	  0.946313	  0.899229	  0.912914	  0.932899	     
  212	 37.177916	 38.306368	 38.769427	 37.584033	     	  0.945891	  0.900342	  0.915197	  0.933184	     
  213	 37.053213	 37.985514	 38.476888	 37.409592	  min	  0.945865	  0.897001	  0.911098	  0.931926	     
  214	 37.363229	 38.109693	 38.531932	 37.658098	     	  0.947926	  0.897984	  0.911356	  0.933507	     
  215	 36.939080	 37.886154	 38.380037	 37.299862	  min	  0.945538	  0.895640	  0.909586	  0.931230	  min
  216	 37.092407	 38.146882	 38.694070	 37.489291	     	  0.946367	  0.898523	  0.913859	  0.932975	     
  217	 36.999236	 37.843529	 38.395042	 37.339024	     	  0.946711	  0.895185	  0.909124	  0.931859	     
  218	 37.288317	 38.030282	 38.521071	 37.591184	     	  0.948775	  0.897160	  0.910497	  0.933793	     
  219	 36.815229	 37.719750	 38.312494	 37.177054	  min	  0.945790	  0.893757	  0.907614	  0.930755	  min
  220	 36.980095	 37.996533	 38.553114	 37.367886	     	  0.946612	  0.896532	  0.910461	  0.932240	     
  221	 36.889900	 37.652927	 38.310222	 37.220720	     	  0.947219	  0.892955	  0.906888	  0.931453	     
  222	 37.162021	 37.947698	 38.472318	 37.481812	     	  0.949050	  0.896411	  0.909076	  0.933614	     
  223	 36.831161	 37.573343	 38.211474	 37.153624	  min	  0.946875	  0.892155	  0.905978	  0.930939	     
  224	 36.819904	 37.858520	 38.480057	 37.221852	     	  0.946499	  0.894695	  0.908908	  0.931600	     
  225	 36.713273	 37.431328	 38.176211	 37.042773	  min	  0.946350	  0.889996	  0.904968	  0.930061	  min
  226	 36.727704	 37.614124	 38.344569	 37.102018	     	  0.946715	  0.891974	  0.907721	  0.931093	     
  227	 36.469653	 37.256853	 38.041722	 36.823511	  min	  0.944986	  0.887174	  0.903520	  0.928440	  min
  228	 36.333289	 37.454534	 38.195006	 36.771741	  min	  0.944157	  0.889190	  0.905719	  0.928589	     
  229	 36.585488	 37.202236	 38.095220	 36.905352	     	  0.946889	  0.886717	  0.903957	  0.929705	     
  230	 36.876883	 37.485554	 38.339993	 37.189555	     	  0.948414	  0.890483	  0.907462	  0.931934	     
  231	 36.296575	 37.023950	 37.978303	 36.654982	  min	  0.945313	  0.884167	  0.902313	  0.927955	  min
  232	 36.241322	 37.214191	 38.121259	 36.660503	     	  0.943828	  0.885428	  0.903982	  0.927453	  min
  233	 36.389303	 37.055717	 37.967221	 36.725458	     	  0.946037	  0.884035	  0.901881	  0.928344	     
  234	 36.661830	 37.285301	 38.185352	 36.984486	     	  0.947699	  0.887035	  0.904710	  0.930423	     
  235	 36.194975	 36.887447	 37.851794	 36.544956	  min	  0.944969	  0.881265	  0.900381	  0.926921	  min
  236	 36.131298	 37.045556	 38.019611	 36.542825	  min	  0.943446	  0.882001	  0.901857	  0.926274	  min
  237	 36.080607	 36.852846	 37.815392	 36.452348	  min	  0.944699	  0.879903	  0.899082	  0.926297	     
  238	 36.258040	 37.029374	 37.984089	 36.628579	     	  0.945223	  0.882171	  0.901347	  0.927401	     
  239	 36.409962	 37.031036	 37.902626	 36.728333	     	  0.946831	  0.882067	  0.900063	  0.928243	     
  240	 34.086552	 35.591457	 36.647052	 34.656797	  min	  0.916891	  0.851258	  0.878474	  0.899549	  min
  241	 35.032161	 36.087002	 37.154370	 35.491497	     	  0.931506	  0.862510	  0.887519	  0.912676	     
  242	 35.480543	 36.249679	 37.338104	 35.866577	     	  0.935920	  0.865714	  0.890328	  0.916620	     
  243	 35.099564	 36.057208	 37.152549	 35.536743	     	  0.932918	  0.862188	  0.887266	  0.913521	     
  244	 34.978616	 35.969539	 37.146098	 35.433716	     	  0.930509	  0.859582	  0.886911	  0.911421	     
  245	 35.197032	 36.052931	 37.236475	 35.617465	     	  0.934810	  0.862546	  0.888298	  0.915014	     
  246	 35.578514	 36.226739	 37.411508	 35.942966	     	  0.938269	  0.865630	  0.891281	  0.918331	     
  247	 35.226238	 36.037099	 37.256098	 35.638752	     	  0.935849	  0.862817	  0.888728	  0.915824	     
