Frame	 PSNR-Y 	 PSNR-U 	 PSNR-V 	 PSNR-All 	 Frame	  SSIM-Y	  SSIM-U	  SSIM-V	  SSIM-All	 Frame
   23	 51.636880	 53.924672	 53.083665	 52.169759	  min	  0.991944	  0.995120	  0.993683	  0.992763	     
   24	 51.447669	 53.689827	 52.438101	 51.911023	  min	  0.991974	  0.994907	  0.993021	  0.992637	  min
   25	 51.518239	 53.638203	 52.690069	 51.994124	     	  0.992167	  0.994689	  0.993299	  0.992776	     
   26	 51.429088	 53.530613	 52.732335	 51.921275	     	  0.992467	  0.994343	  0.993186	  0.992899	     
   27	 51.142272	 53.119010	 51.995294	 51.555028	  min	  0.991578	  0.994054	  0.992266	  0.992105	  min
   28	 50.890740	 52.716864	 51.435448	 51.238053	  min	  0.991342	  0.993381	  0.991622	  0.991728	  min
   29	 50.736586	 52.562127	 51.287205	 51.084771	  min	  0.991585	  0.993513	  0.991473	  0.991888	     
   30	 50.614633	 52.442779	 51.294854	 50.983488	  min	  0.991297	  0.993182	  0.991419	  0.991631	  min
   31	 50.592349	 52.073181	 50.923219	 50.862825	  min	  0.992311	  0.992794	  0.991179	  0.992203	     
   32	 50.932255	 52.190726	 50.988023	 51.127923	     	  0.993369	  0.992732	  0.991130	  0.992890	     
   33	 50.353377	 51.667626	 50.288799	 50.535295	  min	  0.992990	  0.992727	  0.990897	  0.992597	     
   34	 50.363136	 52.105541	 50.993959	 50.714008	     	  0.992739	  0.992905	  0.991781	  0.992607	     
   35	 50.181506	 51.482295	 50.115254	 50.361398	  min	  0.993118	  0.992499	  0.990738	  0.992618	     
   36	 50.851919	 51.879055	 50.557529	 50.954814	     	  0.993827	  0.992491	  0.991226	  0.993171	     
   37	 50.464516	 51.594534	 50.279916	 50.601038	     	  0.993526	  0.992515	  0.991168	  0.992964	     
   38	 50.610027	 51.684725	 50.681256	 50.783912	     	  0.993299	  0.992528	  0.991978	  0.992950	     
   39	 50.183131	 51.086893	 50.066001	 50.300914	  min	  0.993248	  0.991882	  0.991128	  0.992667	     
   40	 50.523124	 51.048196	 50.087303	 50.529151	     	  0.993518	  0.991515	  0.991210	  0.992799	     
   41	 49.641052	 50.513619	 49.395776	 49.731685	  min	  0.993077	  0.991546	  0.990807	  0.992444	     
   42	 50.233089	 50.929641	 49.957096	 50.293273	     	  0.992941	  0.991685	  0.991337	  0.992465	     
   43	 49.296210	 50.005500	 49.025685	 49.359210	  min	  0.992863	  0.991035	  0.990516	  0.992167	     
   44	 49.473531	 50.045008	 49.190255	 49.514180	     	  0.993232	  0.990416	  0.990737	  0.992347	     
   45	 48.329862	 49.644476	 48.611794	 48.570978	  min	  0.991789	  0.990090	  0.989776	  0.991170	  min
   46	 48.656055	 49.388795	 48.487295	 48.740568	     	  0.990205	  0.988601	  0.988452	  0.989645	  min
   47	 48.442778	 48.950687	 48.103408	 48.463888	  min	  0.988400	  0.987484	  0.987361	  0.988074	  min
   48	 53.650984	 54.770186	 54.331441	 53.929111	     	  0.994686	  0.995744	  0.995638	  0.995021	     
   49	 49.392064	 51.802831	 50.923362	 49.949806	     	  0.991749	  0.993488	  0.993013	  0.992249	     
   50	 49.452832	 50.457699	 49.677481	 49.642936	     	  0.990328	  0.990964	  0.990274	  0.990425	     
   51	 49.982305	 51.038723	 50.332923	 50.200107	     	  0.991421	  0.991701	  0.991201	  0.991431	     
   52	 51.178501	 51.152844	 50.505828	 51.054732	     	  0.991071	  0.991606	  0.990787	  0.991113	     
   53	 49.553449	 51.151408	 50.488082	 49.932495	     	  0.991579	  0.992046	  0.991760	  0.991687	     
   54	 50.542369	 51.115731	 50.453932	 50.617648	     	  0.991897	  0.991967	  0.991756	  0.991885	     
   55	 49.223363	 50.573808	 49.838576	 49.522478	     	  0.991563	  0.991439	  0.991321	  0.991502	     
   56	 50.835329	 51.003591	 50.407516	 50.788161	     	  0.991453	  0.991549	  0.991363	  0.991454	     
   57	 49.074877	 50.340660	 49.522435	 49.336480	     	  0.991377	  0.991050	  0.991101	  0.991276	     
   58	 50.037538	 50.603785	 49.895478	 50.102433	     	  0.991620	  0.991137	  0.991232	  0.991475	     
   59	 48.781624	 49.858003	 48.875955	 48.959670	     	  0.991422	  0.990501	  0.990449	  0.991106	     
   60	 50.532191	 50.768707	 50.153525	 50.504700	     	  0.991471	  0.991266	  0.991409	  0.991426	     
   61	 48.637650	 49.511826	 48.494073	 48.746646	     	  0.991332	  0.990054	  0.990082	  0.990911	     
   62	 49.529289	 50.183721	 49.371228	 49.604357	     	  0.991444	  0.990691	  0.990931	  0.991233	     
   63	 48.659875	 49.190712	 48.250454	 48.671614	     	  0.991373	  0.989648	  0.989852	  0.990832	     
   64	 50.479972	 50.658662	 50.076845	 50.438939	     	  0.991549	  0.991234	  0.991699	  0.991522	     
   65	 48.562548	 49.089431	 48.042807	 48.553234	     	  0.991393	  0.989386	  0.989671	  0.990771	     
   66	 49.326476	 49.966636	 49.236060	 49.411274	     	  0.991495	  0.990455	  0.990863	  0.991216	     
   67	 48.550494	 48.879201	 47.889515	 48.484768	     	  0.991381	  0.989183	  0.989452	  0.990693	     
   68	 50.291627	 50.497596	 49.885359	 50.254335	     	  0.991536	  0.991157	  0.991617	  0.991486	     
   69	 48.475968	 48.872063	 47.862851	 48.429561	  min	  0.991323	  0.989069	  0.989321	  0.990614	     
   70	 49.247953	 49.728294	 49.051449	 49.290446	     	  0.991458	  0.990050	  0.990599	  0.991080	     
   71	 48.066645	 48.679876	 47.547938	 48.070138	  min	  0.991197	  0.988872	  0.988990	  0.990441	     
   72	 50.190152	 50.343044	 49.711417	 50.131239	     	  0.991523	  0.991043	  0.991530	  0.991444	     
   73	 48.344460	 48.833954	 47.773623	 48.320006	     	  0.991262	  0.988967	  0.989194	  0.990535	     
   74	 49.115772	 49.384290	 48.651861	 49.077738	     	  0.991462	  0.989382	  0.990012	  0.990874	     
   75	 47.790993	 48.503264	 47.505800	 47.851777	  min	  0.991023	  0.988582	  0.988866	  0.990256	     
   76	 50.053892	 50.094644	 49.501166	 49.963362	     	  0.991519	  0.990766	  0.991428	  0.991378	     
   77	 47.734541	 48.675515	 47.605461	 47.855373	     	  0.991010	  0.988828	  0.989119	  0.990331	     
   78	 48.972140	 49.239733	 48.414329	 48.916547	     	  0.991312	  0.989038	  0.989606	  0.990649	     
   79	 47.730878	 48.764043	 47.811602	 47.900730	     	  0.990908	  0.988984	  0.989431	  0.990341	     
   80	 49.930248	 49.901964	 49.323858	 49.818508	     	  0.991482	  0.990458	  0.991220	  0.991268	     
   81	 47.720190	 48.796550	 47.872556	 47.908039	     	  0.990879	  0.989026	  0.989493	  0.990339	     
   82	 48.841041	 49.096371	 48.326509	 48.791609	     	  0.991214	  0.988706	  0.989383	  0.990490	     
   83	 47.717142	 48.713762	 47.950405	 47.907529	     	  0.990881	  0.988980	  0.989543	  0.990341	     
   84	 49.797406	 49.596056	 49.021587	 49.624955	     	  0.991458	  0.989947	  0.990844	  0.991104	     
   85	 47.485643	 48.433123	 47.717802	 47.669012	  min	  0.990738	  0.988324	  0.989123	  0.990066	     
   86	 48.048842	 48.459047	 47.745261	 48.061692	     	  0.990886	  0.987641	  0.988483	  0.989945	     
   87	 47.387850	 48.297031	 47.677795	 47.575304	  min	  0.990596	  0.987671	  0.988716	  0.989795	     
   88	 49.109173	 49.094982	 48.447859	 48.989417	     	  0.990817	  0.988306	  0.989316	  0.990148	     
   89	 47.281652	 48.134707	 47.506273	 47.450460	  min	  0.990487	  0.987081	  0.988247	  0.989546	     
   90	 47.869879	 48.197283	 47.578272	 47.872171	     	  0.990648	  0.986802	  0.987979	  0.989562	     
   91	 47.062133	 47.854795	 47.259487	 47.217801	  min	  0.990350	  0.986599	  0.987837	  0.989306	     
   92	 48.873388	 48.848139	 48.238245	 48.756758	     	  0.990593	  0.987759	  0.988876	  0.989835	     
   93	 47.454975	 48.315775	 47.684372	 47.625670	     	  0.990385	  0.987095	  0.988278	  0.989486	     
   94	 48.822837	 48.731388	 48.157861	 48.689731	     	  0.990517	  0.987335	  0.988622	  0.989671	     
   95	 48.805943	 48.833311	 48.282543	 48.718665	     	  0.990423	  0.987652	  0.988814	  0.989693	     
   96	 51.073000	 51.024716	 50.625358	 50.987174	     	  0.993880	  0.991791	  0.992594	  0.993317	     
   97	 47.074431	 48.310409	 47.409828	 47.313991	     	  0.991923	  0.988097	  0.988725	  0.990752	     
   98	 47.909483	 48.408337	 47.524940	 47.921029	     	  0.992283	  0.987756	  0.988441	  0.990888	     
   99	 46.894407	 47.672839	 46.796052	 46.997825	  min	  0.991634	  0.986484	  0.987132	  0.990025	     
  100	 48.960995	 48.975734	 48.208476	 48.828546	     	  0.992660	  0.988663	  0.989338	  0.991440	     
  101	 46.471401	 47.135079	 46.132700	 46.515490	  min	  0.991219	  0.984764	  0.985386	  0.989171	     
  102	 47.291099	 47.399510	 46.476495	 47.161560	     	  0.991584	  0.985010	  0.985842	  0.989531	     
  103	 46.307627	 46.785640	 45.848391	 46.302339	  min	  0.990915	  0.983579	  0.984368	  0.988601	     
  104	 48.036618	 47.694503	 47.030799	 47.795475	     	  0.991793	  0.985388	  0.986851	  0.989902	     
  105	 46.156909	 46.521351	 45.580205	 46.112606	  min	  0.990641	  0.982419	  0.983501	  0.988081	     
  106	 47.020700	 46.960077	 46.066750	 46.836675	     	  0.991202	  0.983317	  0.984525	  0.988775	     
  107	 46.097546	 46.399384	 45.470595	 46.034197	  min	  0.990486	  0.981900	  0.982954	  0.987799	  min
  108	 47.785889	 47.359618	 46.681658	 47.510601	     	  0.991371	  0.984187	  0.985790	  0.989244	     
  109	 46.022157	 46.257102	 45.347496	 45.939420	  min	  0.990306	  0.981223	  0.982508	  0.987492	  min
  110	 46.862257	 46.716306	 45.867233	 46.656116	     	  0.990821	  0.982306	  0.983739	  0.988222	     
  111	 45.941360	 46.167883	 45.280752	 45.859997	  min	  0.990043	  0.980777	  0.982223	  0.987195	  min
  112	 47.515695	 47.058660	 46.442781	 47.241374	     	  0.990875	  0.982938	  0.985036	  0.988579	     
  113	 46.059028	 46.131736	 45.325397	 45.939499	     	  0.990035	  0.980317	  0.982240	  0.987116	  min
  114	 46.674076	 46.416663	 45.686432	 46.450884	     	  0.990446	  0.980916	  0.982963	  0.987610	     
  115	 45.806868	 45.910394	 45.154082	 45.707660	  min	  0.989759	  0.979642	  0.981613	  0.986715	  min
  116	 47.312268	 46.770731	 46.262125	 47.027676	     	  0.990503	  0.981799	  0.984339	  0.988025	     
  117	 45.928468	 45.909478	 45.179229	 45.791197	     	  0.989636	  0.979406	  0.981532	  0.986580	  min
  118	 46.467004	 46.183408	 45.475685	 46.238673	     	  0.989890	  0.979865	  0.982021	  0.986908	     
  119	 45.692957	 45.711931	 44.992223	 45.571099	  min	  0.989280	  0.978480	  0.980709	  0.986052	  min
  120	 47.093093	 46.529999	 45.992111	 46.794537	     	  0.989973	  0.980602	  0.983258	  0.987292	     
  121	 45.524951	 45.481775	 44.781033	 45.384767	  min	  0.988878	  0.977217	  0.979706	  0.985406	  min
  122	 45.616941	 45.632294	 44.902879	 45.491958	     	  0.988638	  0.977216	  0.979647	  0.985236	  min
  123	 45.249499	 45.326880	 44.657698	 45.157591	  min	  0.988312	  0.976448	  0.979006	  0.984783	  min
  124	 46.027232	 45.960433	 45.386779	 45.902798	     	  0.988478	  0.978233	  0.981074	  0.985537	     
  125	 45.117397	 45.160222	 44.543295	 45.023231	  min	  0.987999	  0.975499	  0.978363	  0.984310	  min
  126	 45.292770	 45.321556	 44.653540	 45.184144	     	  0.987850	  0.975497	  0.978234	  0.984189	  min
  127	 44.954130	 45.055880	 44.492693	 44.890223	  min	  0.987480	  0.974909	  0.977865	  0.983783	  min
  128	 45.781573	 45.703009	 45.142500	 45.655461	     	  0.987753	  0.976798	  0.979722	  0.984588	     
  129	 44.914613	 45.005300	 44.433686	 44.845365	  min	  0.987232	  0.974480	  0.977408	  0.983470	  min
  130	 45.138242	 45.126115	 44.516075	 45.026186	     	  0.987213	  0.974349	  0.977141	  0.983390	  min
  131	 44.776305	 44.949889	 44.402866	 44.739825	  min	  0.986899	  0.974022	  0.976998	  0.983102	  min
  132	 45.589138	 45.501403	 44.943116	 45.460209	     	  0.987155	  0.975511	  0.978572	  0.983784	     
  133	 44.649182	 44.997781	 44.412327	 44.664466	  min	  0.986540	  0.973903	  0.976947	  0.982835	  min
  134	 44.989687	 45.074240	 44.418754	 44.902824	     	  0.986704	  0.973517	  0.976277	  0.982768	  min
  135	 44.602160	 44.875909	 44.296944	 44.593686	  min	  0.986303	  0.973227	  0.976094	  0.982422	  min
  136	 45.390441	 45.330489	 44.722594	 45.261976	     	  0.986529	  0.974245	  0.977140	  0.982917	     
  137	 44.569161	 44.815916	 44.126038	 44.531550	  min	  0.986074	  0.972789	  0.975084	  0.982028	  min
  138	 44.804449	 44.984388	 44.229436	 44.731965	     	  0.986066	  0.972811	  0.974879	  0.981992	  min
  139	 44.484502	 44.702089	 44.019534	 44.438324	  min	  0.985679	  0.972102	  0.974326	  0.981524	  min
  140	 45.230586	 45.198272	 44.573818	 45.108734	     	  0.985937	  0.973209	  0.975872	  0.982138	     
  141	 44.645784	 44.828296	 44.154934	 44.589330	     	  0.985695	  0.972305	  0.974420	  0.981584	     
  142	 45.235078	 45.156191	 44.526576	 45.095806	     	  0.985849	  0.972837	  0.975335	  0.981928	     
  143	 45.301334	 45.353707	 44.765147	 45.215744	     	  0.985909	  0.973984	  0.976359	  0.982330	     
  144	 47.734821	 47.338944	 46.911420	 47.520035	     	  0.990387	  0.982524	  0.984320	  0.988065	     
  145	 44.814659	 45.112387	 44.172998	 44.747886	     	  0.987461	  0.976093	  0.976298	  0.983706	     
  146	 45.058063	 45.309785	 44.402498	 44.981563	     	  0.987312	  0.975777	  0.976389	  0.983569	     
  147	 44.329088	 44.327937	 43.471827	 44.173754	  min	  0.986265	  0.971603	  0.972106	  0.981462	  min
  148	 45.335994	 45.706006	 45.148216	 45.363211	     	  0.987025	  0.976665	  0.978575	  0.983890	     
  149	 43.920587	 43.991283	 43.120919	 43.787982	  min	  0.985279	  0.969398	  0.969708	  0.980037	  min
  150	 44.553566	 44.572904	 43.799602	 44.421580	     	  0.985726	  0.971339	  0.972379	  0.981103	     
  151	 43.791785	 43.716396	 42.854186	 43.608611	  min	  0.984614	  0.967399	  0.967602	  0.978909	  min
  152	 44.634123	 44.828710	 44.253662	 44.599705	     	  0.985200	  0.972372	  0.974274	  0.981241	     
  153	 43.680474	 43.566385	 42.710399	 43.484535	  min	  0.984112	  0.966357	  0.966397	  0.978200	  min
  154	 44.100150	 44.207208	 43.529091	 44.016861	     	  0.984345	  0.968980	  0.970525	  0.979481	     
  155	 43.646096	 43.378690	 42.565706	 43.402639	  min	  0.983545	  0.965136	  0.965214	  0.977422	  min
  156	 44.407942	 44.584418	 43.995492	 44.364868	     	  0.984122	  0.970772	  0.972604	  0.979977	     
  157	 43.586448	 43.263972	 42.499460	 43.332382	  min	  0.982999	  0.963973	  0.964646	  0.976770	  min
  158	 43.853755	 44.083394	 43.587007	 43.845191	     	  0.983213	  0.968012	  0.970312	  0.978529	     
  159	 43.495420	 43.074435	 42.377712	 43.218322	  min	  0.982514	  0.962426	  0.963452	  0.975989	  min
  160	 44.192061	 44.315947	 43.826965	 44.149150	     	  0.983195	  0.968619	  0.971245	  0.978774	     
  161	 43.383389	 43.057054	 42.336695	 43.136774	  min	  0.982196	  0.961764	  0.962954	  0.975584	  min
  162	 43.676677	 43.944633	 43.610948	 43.709069	     	  0.982353	  0.966556	  0.970024	  0.977665	     
  163	 43.331468	 43.007211	 42.394026	 43.106880	  min	  0.981822	  0.961201	  0.963233	  0.975287	  min
  164	 44.087631	 44.100917	 43.778529	 44.036747	     	  0.982457	  0.966815	  0.970609	  0.977876	     
  165	 43.245359	 43.039012	 42.398314	 43.058341	  min	  0.981366	  0.960904	  0.962919	  0.974881	  min
  166	 43.630200	 43.837733	 43.540362	 43.648886	     	  0.981605	  0.965418	  0.969210	  0.976842	     
  167	 43.127792	 43.037512	 42.479348	 42.997988	  min	  0.980801	  0.960571	  0.963349	  0.974521	  min
  168	 43.986554	 44.075304	 43.779899	 43.965970	     	  0.981714	  0.966165	  0.970406	  0.977238	     
  169	 43.209156	 43.067028	 42.525998	 43.064218	     	  0.980863	  0.960469	  0.963503	  0.974571	     
  170	 43.765845	 43.808469	 43.493098	 43.726180	     	  0.981471	  0.964597	  0.968616	  0.976516	     
  171	 43.151335	 43.087057	 42.618231	 43.047265	     	  0.980545	  0.960520	  0.964166	  0.974478	  min
  172	 43.880301	 43.964543	 43.736449	 43.869842	     	  0.980977	  0.965315	  0.970053	  0.976546	     
  173	 43.041872	 43.142698	 42.638562	 42.988376	  min	  0.979925	  0.960462	  0.963959	  0.974020	  min
  174	 43.719243	 43.638565	 43.288442	 43.631090	     	  0.980667	  0.963058	  0.967246	  0.975496	     
  175	 42.963740	 43.165579	 42.750979	 42.960269	  min	  0.979508	  0.960525	  0.964708	  0.973878	  min
  176	 43.788413	 43.857277	 43.728794	 43.789795	     	  0.980244	  0.964324	  0.969736	  0.975839	     
  177	 42.929209	 43.162786	 42.764600	 42.939160	  min	  0.979363	  0.960289	  0.964633	  0.973729	  min
  178	 43.630276	 43.525891	 43.293581	 43.554976	     	  0.980115	  0.961989	  0.967046	  0.974916	     
  179	 42.793760	 43.208852	 42.932267	 42.883377	  min	  0.978756	  0.960362	  0.965522	  0.973485	  min
  180	 43.659060	 43.783064	 43.715796	 43.688932	     	  0.979517	  0.963516	  0.969255	  0.975140	     
  181	 42.721239	 43.274914	 43.025377	 42.858996	  min	  0.978457	  0.960613	  0.965821	  0.973377	  min
  182	 43.441072	 43.566583	 43.363532	 43.448659	     	  0.979459	  0.961867	  0.967094	  0.974466	     
  183	 42.656053	 43.364262	 43.144994	 42.846137	  min	  0.978241	  0.961114	  0.966420	  0.973416	     
  184	 43.542142	 43.656565	 43.593275	 43.569522	     	  0.979113	  0.962475	  0.968000	  0.974488	     
  185	 42.678453	 43.406407	 43.316352	 42.894310	     	  0.978311	  0.961268	  0.967071	  0.973597	     
  186	 43.325139	 43.562835	 43.470621	 43.387988	     	  0.979264	  0.961650	  0.967306	  0.974335	     
  187	 42.928179	 43.415442	 43.403741	 43.082794	     	  0.978564	  0.961259	  0.967354	  0.973811	     
  188	 43.428871	 43.458372	 43.439682	 43.435576	     	  0.978897	  0.960961	  0.966774	  0.973887	     
  189	 43.129513	 43.580398	 43.686194	 43.290935	     	  0.979200	  0.962281	  0.968356	  0.974573	     
  190	 43.469263	 43.632659	 43.726715	 43.538196	     	  0.979273	  0.962047	  0.968214	  0.974559	     
  191	 43.610193	 43.728698	 43.908158	 43.678202	     	  0.979794	  0.962701	  0.969118	  0.975166	     
  192	 45.718121	 45.371644	 45.585121	 45.636276	     	  0.985901	  0.972691	  0.977737	  0.982339	     
  193	 43.516000	 44.452733	 44.834556	 43.859175	     	  0.982701	  0.969844	  0.975211	  0.979310	     
  194	 43.542842	 44.349404	 44.605269	 43.832017	     	  0.982395	  0.968745	  0.973848	  0.978695	     
  195	 42.906639	 43.916143	 44.277721	 43.267291	     	  0.981221	  0.967086	  0.972454	  0.977404	     
  196	 43.622339	 44.242106	 44.451755	 43.850320	     	  0.982144	  0.967763	  0.972854	  0.978199	     
  197	 42.411588	 43.296435	 43.530973	 42.720178	  min	  0.979984	  0.963301	  0.968392	  0.975271	     
  198	 42.565189	 43.205952	 43.345652	 42.789217	     	  0.980094	  0.961811	  0.966886	  0.974846	     
  199	 41.801526	 42.641490	 42.830169	 42.090894	  min	  0.978477	  0.958434	  0.963917	  0.972710	  min
  200	 42.547996	 43.141025	 43.341952	 42.766735	     	  0.979331	  0.960806	  0.966378	  0.974085	     
  201	 41.634883	 42.266440	 42.519231	 41.872589	  min	  0.977960	  0.954958	  0.961005	  0.971301	  min
  202	 42.319050	 42.489251	 42.708797	 42.409941	     	  0.979132	  0.955775	  0.961980	  0.972381	     
  203	 41.247751	 42.004372	 42.269924	 41.523874	  min	  0.976867	  0.952504	  0.959154	  0.969854	  min
  204	 42.323568	 42.688449	 42.972548	 42.485342	     	  0.978390	  0.956861	  0.963293	  0.972286	     
  205	 41.120753	 41.717702	 41.952985	 41.345659	  min	  0.976613	  0.949752	  0.956366	  0.968762	  min
  206	 42.259204	 42.202104	 42.529765	 42.293477	     	  0.978689	  0.953175	  0.959971	  0.971317	     
  207	 41.092816	 41.621016	 41.949569	 41.310670	  min	  0.976383	  0.949073	  0.955975	  0.968430	  min
  208	 42.157664	 42.516384	 42.904290	 42.332863	     	  0.977644	  0.955393	  0.962223	  0.971365	     
  209	 41.092447	 41.516872	 41.859355	 41.281043	  min	  0.976556	  0.948039	  0.955048	  0.968219	  min
  210	 42.107520	 42.074985	 42.397730	 42.149063	     	  0.978430	  0.952162	  0.958493	  0.970729	     
  211	 41.084401	 41.449716	 41.845806	 41.262810	  min	  0.976218	  0.947884	  0.954602	  0.967893	  min
  212	 42.033070	 42.365695	 42.873547	 42.217664	     	  0.977058	  0.954689	  0.961208	  0.970688	     
  213	 40.937615	 41.260874	 41.658231	 41.103324	  min	  0.975796	  0.946247	  0.952644	  0.967013	  min
  214	 41.601183	 41.702197	 42.041673	 41.688511	     	  0.977041	  0.949414	  0.955207	  0.968798	     
  215	 40.939633	 41.127170	 41.481965	 41.056762	  min	  0.975640	  0.945172	  0.950780	  0.966419	  min
  216	 41.932006	 42.173766	 42.661111	 42.085752	     	  0.976933	  0.953197	  0.959050	  0.969996	     
  217	 41.013899	 41.042277	 41.410270	 41.082286	     	  0.976172	  0.944387	  0.949868	  0.966491	     
  218	 41.491781	 41.713094	 42.070215	 41.619874	     	  0.977206	  0.949543	  0.954786	  0.968859	     
  219	 40.867415	 40.904857	 41.337964	 40.948711	  min	  0.975841	  0.943259	  0.948896	  0.965919	  min
  220	 41.844682	 41.953935	 42.447457	 41.957930	     	  0.976952	  0.951562	  0.956805	  0.969363	     
  221	 40.939068	 40.834850	 41.331582	 40.984273	     	  0.976425	  0.943120	  0.948595	  0.966236	     
  222	 41.404834	 41.711946	 42.160578	 41.573075	     	  0.977282	  0.950057	  0.954983	  0.969028	     
  223	 40.928073	 40.741533	 41.251962	 40.948371	  min	  0.976214	  0.942549	  0.948182	  0.965931	     
  224	 41.723195	 41.847602	 42.409649	 41.851333	     	  0.976896	  0.951035	  0.956212	  0.969139	     
  225	 40.940785	 40.762362	 41.317728	 40.970706	     	  0.976664	  0.943093	  0.948518	  0.966377	     
  226	 41.545120	 41.838783	 42.472546	 41.735751	     	  0.977855	  0.951688	  0.957092	  0.970034	     
  227	 40.792794	 40.661439	 41.328586	 40.855020	  min	  0.976385	  0.942407	  0.948725	  0.966112	     
  228	 41.639066	 41.785388	 42.465426	 41.791093	     	  0.977006	  0.950858	  0.956447	  0.969222	     
  229	 40.680502	 40.659290	 41.330787	 40.778717	  min	  0.976856	  0.942536	  0.948406	  0.966395	     
  230	 41.572105	 41.744646	 42.506088	 41.743707	     	  0.978310	  0.951720	  0.956792	  0.970292	     
  231	 40.610501	 40.634185	 41.354397	 40.730013	  min	  0.976781	  0.942614	  0.948306	  0.966341	     
  232	 41.621652	 41.766195	 42.517859	 41.783280	     	  0.977176	  0.951261	  0.956148	  0.969352	     
  233	 40.534936	 40.595665	 41.248622	 40.656357	  min	  0.976564	  0.941991	  0.947119	  0.965894	  min
  234	 41.124863	 41.418026	 42.177751	 41.332842	     	  0.977353	  0.949202	  0.953853	  0.968744	     
  235	 40.315616	 40.354374	 41.052364	 40.436659	  min	  0.975830	  0.939965	  0.945170	  0.964743	  min
  236	 41.069346	 41.305123	 42.084845	 41.262756	     	  0.975631	  0.947546	  0.952451	  0.967087	     
  237	 40.363688	 40.444785	 41.164908	 40.501175	     	  0.975805	  0.940210	  0.945078	  0.964751	     
  238	 41.084895	 41.259398	 41.989612	 41.252720	     	  0.976039	  0.947211	  0.951388	  0.967126	     
  239	 41.208243	 41.154432	 41.838898	 41.297973	     	  0.976746	  0.946175	  0.950136	  0.967216	     
  240	 43.727250	 43.053855	 43.741873	 43.609882	     	  0.985391	  0.963749	  0.966662	  0.978662	     
  241	 40.934790	 41.125077	 41.731073	 41.089812	     	  0.981359	  0.950600	  0.953974	  0.971668	     
  242	 41.843635	 41.798364	 42.503911	 41.939182	     	  0.982710	  0.955979	  0.959190	  0.974335	     
  243	 40.799639	 40.794910	 41.499048	 40.907854	     	  0.980448	  0.947797	  0.951567	  0.970193	     
  244	 41.858946	 41.954731	 42.764918	 42.013748	     	  0.981830	  0.956883	  0.960511	  0.974119	     
  245	 40.382805	 40.540772	 41.313262	 40.551483	     	  0.979338	  0.945335	  0.949394	  0.968680	     
  246	 41.128267	 41.032354	 41.806947	 41.217737	     	  0.980407	  0.949195	  0.953080	  0.970651	     
  247	 40.114701	 40.295375	 41.100522	 40.294872	  min	  0.978163	  0.943023	  0.947304	  0.967163	     
  248	 41.150174	 41.322426	 42.177894	 41.334715	     	  0.979675	  0.951700	  0.955670	  0.971012	     
