Frame	 PSNR-Y 	 PSNR-U 	 PSNR-V 	 PSNR-All 	 Frame	  SSIM-Y	  SSIM-U	  SSIM-V	  SSIM-All	 Frame
   17	 53.209972	 55.542723	 55.309667	 53.830568	  min	  0.994206	  0.996815	  0.996378	  0.995003	     
   18	 53.976125	 55.402199	 55.162933	 54.369051	     	  0.994887	  0.996539	  0.995970	  0.995343	     
   19	 52.617993	 54.636038	 54.598352	 53.187866	  min	  0.993244	  0.996118	  0.995653	  0.994124	     
   20	 52.641522	 55.223600	 54.350265	 53.240894	     	  0.993481	  0.996322	  0.995315	  0.994260	     
   21	 52.533942	 54.941949	 53.870409	 53.064925	  min	  0.993368	  0.996020	  0.994690	  0.994030	     
   22	 52.589707	 54.838980	 53.869915	 53.095434	     	  0.993366	  0.995795	  0.994527	  0.993964	     
   23	 52.385668	 54.413392	 53.600515	 52.856992	  min	  0.993247	  0.995606	  0.994437	  0.993839	     
   24	 52.140136	 54.257183	 53.043753	 52.576584	  min	  0.993067	  0.995259	  0.993622	  0.993525	     
   25	 52.274275	 54.092987	 53.261926	 52.688283	     	  0.993402	  0.995252	  0.994166	  0.993838	     
   26	 52.083004	 53.852073	 53.117108	 52.497739	  min	  0.993435	  0.994742	  0.993790	  0.993712	     
   27	 51.700145	 53.638672	 52.560454	 52.109536	  min	  0.992759	  0.994483	  0.993049	  0.993094	     
   28	 51.276127	 52.949779	 51.670563	 51.580899	  min	  0.992270	  0.993625	  0.991964	  0.992445	     
   29	 51.387105	 53.120437	 51.784299	 51.699541	     	  0.992727	  0.993982	  0.992164	  0.992842	     
   30	 51.262111	 53.067245	 51.926181	 51.625710	     	  0.992514	  0.993807	  0.992369	  0.992705	     
   31	 51.298810	 52.785299	 51.558983	 51.558298	  min	  0.993238	  0.993538	  0.992056	  0.993091	     
   32	 51.682280	 52.862667	 51.768546	 51.872901	     	  0.994126	  0.993449	  0.992286	  0.993707	     
   33	 51.366190	 52.705337	 51.417733	 51.571571	     	  0.993869	  0.993609	  0.992145	  0.993539	     
   34	 51.387583	 53.045916	 52.036194	 51.730965	     	  0.993716	  0.993912	  0.993061	  0.993640	     
   35	 51.189638	 52.502146	 51.232422	 51.390078	  min	  0.993803	  0.993397	  0.992137	  0.993458	     
   36	 51.488713	 52.593722	 51.400170	 51.638980	     	  0.994217	  0.993294	  0.992381	  0.993757	     
   37	 51.121994	 52.289779	 50.975304	 51.270291	  min	  0.993832	  0.993291	  0.992111	  0.993455	     
   38	 51.207067	 52.493027	 51.508556	 51.447662	     	  0.993650	  0.993456	  0.992933	  0.993498	     
   39	 50.882562	 51.795286	 50.791882	 51.006233	  min	  0.993603	  0.992721	  0.992112	  0.993207	     
   40	 51.187609	 51.797390	 50.951095	 51.242257	     	  0.993882	  0.992423	  0.992292	  0.993374	     
   41	 50.201031	 51.308075	 50.211693	 50.368876	  min	  0.993331	  0.992354	  0.991706	  0.992897	     
   42	 50.541310	 51.330779	 50.361120	 50.631897	     	  0.993101	  0.992264	  0.991899	  0.992761	     
   43	 49.900766	 50.797765	 49.818429	 50.023707	  min	  0.993115	  0.991745	  0.991361	  0.992594	     
   44	 50.345923	 50.588522	 49.807628	 50.290095	     	  0.993484	  0.991163	  0.991557	  0.992776	     
   45	 49.520455	 50.506708	 49.581105	 49.680452	  min	  0.992271	  0.991159	  0.991094	  0.991889	     
   46	 49.589780	 49.963271	 49.139432	 49.570383	  min	  0.990728	  0.989629	  0.989613	  0.990359	     
   47	 49.292520	 49.643275	 48.961332	 49.291324	  min	  0.989306	  0.988933	  0.989230	  0.989231	     
   48	 54.885536	 56.424138	 56.003057	 55.283364	     	  0.995333	  0.996706	  0.996530	  0.995761	     
   49	 51.034711	 53.128413	 52.373835	 51.530939	     	  0.992422	  0.994949	  0.994563	  0.993200	     
   50	 51.614909	 52.889537	 52.202889	 51.899807	     	  0.991791	  0.993871	  0.993488	  0.992420	     
   51	 51.875058	 53.255971	 52.614790	 52.197228	     	  0.992546	  0.994276	  0.993936	  0.993066	     
   52	 53.423567	 53.971149	 53.417275	 53.509099	     	  0.993037	  0.994558	  0.994039	  0.993457	     
   53	 51.554523	 53.170497	 52.554656	 51.945382	     	  0.992606	  0.994382	  0.994088	  0.993149	     
   54	 52.585604	 53.395554	 52.816513	 52.749281	     	  0.992663	  0.994376	  0.994147	  0.993196	     
   55	 51.395441	 52.675016	 52.045701	 51.690619	     	  0.992625	  0.994043	  0.993930	  0.993079	     
   56	 52.938288	 53.816887	 53.327165	 53.137348	     	  0.992759	  0.994545	  0.994324	  0.993317	     
   57	 51.310054	 52.377241	 51.675037	 51.531654	     	  0.992585	  0.993817	  0.993770	  0.992988	     
   58	 51.982657	 52.765581	 52.295382	 52.155751	     	  0.992612	  0.993953	  0.994065	  0.993078	     
   59	 50.891336	 51.825104	 51.134587	 51.074611	     	  0.992490	  0.993368	  0.993460	  0.992798	     
   60	 52.622272	 53.153806	 52.624221	 52.706797	     	  0.992541	  0.994137	  0.994154	  0.993076	     
   61	 50.834838	 51.652883	 50.898086	 50.971707	     	  0.992470	  0.993222	  0.993267	  0.992728	     
   62	 51.905059	 52.570974	 52.054299	 52.034310	     	  0.992674	  0.993883	  0.993982	  0.993093	     
   63	 50.809319	 51.361487	 50.769814	 50.889865	     	  0.992490	  0.992939	  0.993208	  0.992685	     
   64	 52.579169	 52.983009	 52.526091	 52.634896	     	  0.992555	  0.994118	  0.994296	  0.993106	     
   65	 50.742919	 51.372527	 50.676071	 50.830246	     	  0.992472	  0.992879	  0.993152	  0.992653	     
   66	 51.822159	 52.463279	 52.013137	 51.954640	     	  0.992724	  0.993830	  0.994030	  0.993126	     
   67	 50.724427	 51.162986	 50.538258	 50.762414	     	  0.992506	  0.992708	  0.993046	  0.992630	     
   68	 52.479000	 52.816569	 52.391346	 52.518552	     	  0.992582	  0.993980	  0.994251	  0.993093	     
   69	 50.686880	 51.181859	 50.536191	 50.739612	     	  0.992522	  0.992680	  0.992983	  0.992625	     
   70	 51.757366	 52.446902	 52.013690	 51.907686	     	  0.992777	  0.993818	  0.994008	  0.993156	     
   71	 50.667569	 51.159199	 50.462984	 50.710336	     	  0.992555	  0.992698	  0.992941	  0.992643	     
   72	 52.436120	 52.693625	 52.246725	 52.445536	     	  0.992614	  0.993922	  0.994149	  0.993088	     
   73	 50.583612	 51.169319	 50.465339	 50.655543	     	  0.992508	  0.992713	  0.992897	  0.992607	     
   74	 51.690914	 52.142509	 51.737513	 51.770855	     	  0.992839	  0.993520	  0.993826	  0.993117	     
   75	 50.518369	 51.050337	 50.441944	 50.589545	     	  0.992561	  0.992658	  0.992975	  0.992646	     
   76	 52.355571	 52.540116	 52.116004	 52.344649	     	  0.992641	  0.993788	  0.994137	  0.993081	     
   77	 50.436820	 50.999940	 50.368655	 50.514076	     	  0.992517	  0.992608	  0.992918	  0.992599	     
   78	 51.312642	 51.488172	 51.061242	 51.298201	     	  0.992707	  0.992874	  0.993349	  0.992842	     
   79	 50.406068	 51.084883	 50.508402	 50.529396	     	  0.992503	  0.992681	  0.993062	  0.992626	     
   80	 52.302100	 52.341458	 51.980770	 52.253319	     	  0.992679	  0.993572	  0.994007	  0.993049	     
   81	 49.863091	 51.047421	 50.334457	 50.117616	     	  0.992119	  0.992171	  0.992474	  0.992187	     
   82	 51.157345	 51.238316	 50.791847	 51.107450	     	  0.992593	  0.992557	  0.993026	  0.992659	     
   83	 49.775240	 50.892528	 50.283257	 50.026463	     	  0.992119	  0.991941	  0.992394	  0.992135	     
   84	 51.452577	 51.797654	 51.405376	 51.500214	     	  0.992387	  0.992986	  0.993572	  0.992684	     
   85	 49.711708	 50.831405	 50.266827	 49.970626	     	  0.992078	  0.991872	  0.992326	  0.992085	     
   86	 50.987459	 50.976901	 50.545088	 50.908799	     	  0.992645	  0.992310	  0.992877	  0.992628	     
   87	 49.714008	 50.700935	 50.274231	 49.955326	     	  0.992153	  0.991653	  0.992332	  0.992099	     
   88	 51.325436	 51.605050	 51.161850	 51.342820	     	  0.992407	  0.992702	  0.993304	  0.992605	     
   89	 49.647375	 50.572584	 50.110791	 49.864873	     	  0.992153	  0.991502	  0.992091	  0.992034	     
   90	 50.861965	 50.822673	 50.463017	 50.786407	     	  0.992629	  0.992087	  0.992783	  0.992564	     
   91	 49.613265	 50.332610	 49.912320	 49.774889	     	  0.992184	  0.991150	  0.991867	  0.991959	     
   92	 51.184209	 51.372925	 51.005125	 51.184517	     	  0.992411	  0.992447	  0.993172	  0.992544	     
   93	 49.581704	 50.495516	 50.074721	 49.802232	     	  0.992037	  0.991374	  0.992075	  0.991933	     
   94	 51.152901	 51.264689	 50.915517	 51.130686	     	  0.992449	  0.992232	  0.993059	  0.992514	     
   95	 51.138164	 51.257636	 50.941363	 51.124272	     	  0.992482	  0.992314	  0.993044	  0.992548	     
   96	 53.743478	 54.230150	 53.869703	 53.842056	     	  0.995289	  0.995420	  0.995555	  0.995356	     
   97	 49.216079	 50.359734	 49.576001	 49.447271	     	  0.993315	  0.992029	  0.992308	  0.992933	     
   98	 50.497296	 50.862336	 50.174266	 50.499759	     	  0.994030	  0.992399	  0.992749	  0.993545	     
   99	 49.053616	 49.850687	 49.134536	 49.190479	  min	  0.993119	  0.991076	  0.991608	  0.992526	     
  100	 51.465029	 51.730210	 51.206282	 51.463469	     	  0.994268	  0.993163	  0.993629	  0.993978	     
  101	 48.922797	 49.470136	 48.667211	 48.964833	  min	  0.992961	  0.990202	  0.990755	  0.992134	     
  102	 49.761512	 49.953595	 49.236255	 49.700206	     	  0.993529	  0.990924	  0.991528	  0.992761	     
  103	 48.324813	 49.076195	 48.273846	 48.432591	  min	  0.992646	  0.989497	  0.990142	  0.991704	     
  104	 50.817631	 50.600222	 50.112844	 50.655986	     	  0.993893	  0.991621	  0.992473	  0.993278	     
  105	 47.883025	 48.568631	 47.667837	 47.952515	  min	  0.992307	  0.988408	  0.989094	  0.991121	     
  106	 49.090413	 49.206258	 48.441700	 48.993933	     	  0.992984	  0.989192	  0.990024	  0.991859	     
  107	 47.762236	 48.316838	 47.438100	 47.793030	  min	  0.992192	  0.987752	  0.988450	  0.990828	     
  108	 49.945651	 49.708976	 49.168466	 49.766992	     	  0.993330	  0.990027	  0.991116	  0.992410	     
  109	 47.922242	 48.385971	 47.601170	 47.940044	     	  0.992151	  0.987627	  0.988562	  0.990799	     
  110	 48.847711	 48.837124	 48.137028	 48.719176	     	  0.992702	  0.988190	  0.989256	  0.991376	     
  111	 47.838186	 48.254661	 47.498868	 47.845559	     	  0.992022	  0.987170	  0.988344	  0.990600	     
  112	 49.697571	 49.350410	 48.902869	 49.496710	     	  0.993117	  0.989267	  0.990700	  0.992072	     
  113	 47.779891	 48.133198	 47.427602	 47.775285	  min	  0.991944	  0.986784	  0.988085	  0.990441	     
  114	 48.668944	 48.567068	 47.940092	 48.522014	     	  0.992574	  0.987457	  0.988716	  0.991078	     
  115	 47.716740	 48.044266	 47.369351	 47.709050	  min	  0.991872	  0.986502	  0.987863	  0.990309	     
  116	 49.491047	 49.115128	 48.667104	 49.279619	     	  0.992937	  0.988677	  0.990157	  0.991764	     
  117	 47.665999	 47.973031	 47.315852	 47.654644	  min	  0.991703	  0.986356	  0.987667	  0.990139	     
  118	 48.485525	 48.375827	 47.745244	 48.335124	     	  0.992216	  0.986866	  0.988117	  0.990641	     
  119	 47.594235	 47.846913	 47.219372	 47.569961	  min	  0.991561	  0.985986	  0.987330	  0.989926	     
  120	 49.291886	 48.858513	 48.445447	 49.066141	     	  0.992613	  0.987985	  0.989556	  0.991332	     
  121	 47.545729	 47.772929	 47.184140	 47.519855	  min	  0.991479	  0.985632	  0.987150	  0.989783	     
  122	 48.225275	 48.159019	 47.508380	 48.086480	     	  0.991970	  0.986097	  0.987420	  0.990233	     
  123	 47.463699	 47.733307	 47.183533	 47.459037	  min	  0.991359	  0.985424	  0.987037	  0.989649	     
  124	 49.062385	 48.654284	 48.183829	 48.834848	     	  0.992313	  0.987406	  0.988917	  0.990929	     
  125	 47.474998	 47.746192	 47.252013	 47.480683	     	  0.991381	  0.985510	  0.987014	  0.989674	     
  126	 48.496077	 48.184173	 47.718111	 48.304470	     	  0.992082	  0.986585	  0.988115	  0.990505	     
  127	 47.369378	 47.671736	 47.214195	 47.391783	  min	  0.991176	  0.985214	  0.986802	  0.989453	     
  128	 48.896794	 48.430779	 47.967417	 48.649276	     	  0.992071	  0.986754	  0.988243	  0.990547	     
  129	 47.332673	 47.653780	 47.206083	 47.362957	  min	  0.991103	  0.985123	  0.986625	  0.989360	     
  130	 48.399184	 47.997054	 47.594185	 48.186833	     	  0.991853	  0.986009	  0.987599	  0.990170	     
  131	 47.248081	 47.632670	 47.210076	 47.303412	  min	  0.990973	  0.984896	  0.986451	  0.989207	     
  132	 48.767791	 48.259027	 47.816772	 48.508528	     	  0.991873	  0.986108	  0.987716	  0.990219	     
  133	 47.130604	 47.705958	 47.262989	 47.243605	  min	  0.990792	  0.984971	  0.986489	  0.989105	     
  134	 48.258517	 47.912166	 47.475755	 48.060075	     	  0.991669	  0.985535	  0.987129	  0.989890	     
  135	 47.076959	 47.600219	 47.163755	 47.174530	  min	  0.990695	  0.984525	  0.986119	  0.988904	     
  136	 48.572720	 48.107137	 47.662283	 48.328964	     	  0.991595	  0.985528	  0.987163	  0.989845	     
  137	 47.057162	 47.508592	 46.987703	 47.117368	  min	  0.990583	  0.984220	  0.985644	  0.988700	     
  138	 48.097666	 47.826708	 47.323953	 47.913860	     	  0.991424	  0.985067	  0.986566	  0.989555	     
  139	 47.038099	 47.359744	 46.805197	 47.049909	  min	  0.990422	  0.983611	  0.985049	  0.988391	     
  140	 48.452678	 47.967817	 47.533967	 48.203927	     	  0.991403	  0.984941	  0.986598	  0.989525	     
  141	 47.063972	 47.407577	 46.818664	 47.076991	     	  0.990391	  0.983664	  0.984925	  0.988359	     
  142	 48.455775	 47.952539	 47.534854	 48.203355	     	  0.991416	  0.984832	  0.986441	  0.989489	     
  143	 48.488001	 48.140050	 47.683606	 48.285150	     	  0.991426	  0.985462	  0.986785	  0.989658	     
  144	 51.496991	 50.514468	 50.262113	 51.094426	     	  0.994324	  0.990574	  0.991509	  0.993230	     
  145	 46.825522	 47.289076	 46.355389	 46.816057	  min	  0.991018	  0.984660	  0.984652	  0.988898	     
  146	 47.717314	 47.790218	 46.996056	 47.600189	     	  0.991570	  0.985179	  0.985725	  0.989531	     
  147	 46.412238	 46.454695	 45.617654	 46.276116	  min	  0.990390	  0.981640	  0.981930	  0.987521	     
  148	 48.490130	 48.412579	 47.975976	 48.387343	     	  0.991994	  0.986366	  0.987579	  0.990320	     
  149	 46.119029	 46.029352	 45.168590	 45.930981	  min	  0.989728	  0.979774	  0.980014	  0.986450	     
  150	 46.866002	 46.671489	 45.940933	 46.665708	     	  0.990216	  0.981259	  0.982058	  0.987364	     
  151	 46.057259	 45.774719	 44.953842	 45.806602	  min	  0.989452	  0.978415	  0.978805	  0.985838	     
  152	 47.717644	 47.585514	 47.114639	 47.589384	     	  0.990950	  0.984053	  0.985244	  0.988849	     
  153	 46.063525	 45.717302	 44.906125	 45.791135	  min	  0.989261	  0.978047	  0.978433	  0.985587	     
  154	 46.746975	 46.646092	 46.078273	 46.611608	     	  0.989808	  0.980767	  0.982003	  0.987000	     
  155	 45.710884	 45.307079	 44.513378	 45.420471	  min	  0.988693	  0.976528	  0.976865	  0.984695	     
  156	 47.555939	 47.360880	 46.957947	 47.418047	     	  0.990454	  0.983212	  0.984588	  0.988269	     
  157	 46.044162	 45.468174	 44.768544	 45.707757	     	  0.988821	  0.976837	  0.977656	  0.984963	     
  158	 46.598433	 46.668769	 46.308339	 46.560229	     	  0.989329	  0.980740	  0.982414	  0.986745	     
  159	 45.660586	 45.031454	 44.353320	 45.308222	  min	  0.988321	  0.974862	  0.975862	  0.984002	     
  160	 47.411113	 47.140118	 46.866119	 47.270047	     	  0.990111	  0.982239	  0.984128	  0.987802	     
  161	 45.846633	 45.268175	 44.634926	 45.522939	     	  0.988445	  0.975486	  0.976771	  0.984339	     
  162	 46.463093	 46.640190	 46.447998	 46.489576	     	  0.988916	  0.980381	  0.982537	  0.986430	     
  163	 45.520747	 44.962840	 44.394182	 45.217967	  min	  0.988017	  0.974226	  0.975889	  0.983697	     
  164	 47.331325	 46.979265	 46.797868	 47.178330	     	  0.989769	  0.981386	  0.983760	  0.987370	     
  165	 45.802121	 45.228322	 44.688007	 45.499032	     	  0.988154	  0.974933	  0.976853	  0.984067	     
  166	 46.442484	 46.518580	 46.270457	 46.425842	     	  0.988627	  0.979574	  0.981686	  0.985961	     
  167	 45.687007	 45.249494	 44.746057	 45.442209	     	  0.987939	  0.974889	  0.976995	  0.983940	     
  168	 47.257563	 46.934571	 46.756573	 47.115522	     	  0.989478	  0.981069	  0.983503	  0.987081	     
  169	 45.766774	 45.336992	 44.862566	 45.530488	     	  0.988076	  0.975237	  0.977486	  0.984171	     
  170	 46.785616	 46.664571	 46.424291	 46.703149	     	  0.988933	  0.979628	  0.981938	  0.986217	     
  171	 45.702123	 45.386769	 44.982699	 45.521030	     	  0.987897	  0.975444	  0.977985	  0.984169	     
  172	 47.122179	 46.836579	 46.725870	 47.005404	     	  0.989049	  0.980553	  0.983408	  0.986693	     
  173	 45.503335	 45.310878	 44.892868	 45.363568	     	  0.987391	  0.974827	  0.977554	  0.983657	     
  174	 46.256762	 45.954810	 45.679716	 46.104491	     	  0.987969	  0.976823	  0.979561	  0.984710	     
  175	 45.457915	 45.388263	 45.040272	 45.373965	     	  0.987194	  0.975092	  0.978058	  0.983654	     
  176	 47.031663	 46.725039	 46.746104	 46.930701	     	  0.988585	  0.980001	  0.983286	  0.986271	     
  177	 45.456693	 45.574059	 45.274762	 45.445041	     	  0.987223	  0.975956	  0.978938	  0.983964	     
  178	 46.658356	 46.411153	 46.263388	 46.548449	     	  0.988340	  0.978253	  0.981128	  0.985457	     
  179	 45.354204	 45.710106	 45.471106	 45.431055	     	  0.987027	  0.976318	  0.979404	  0.983972	     
  180	 46.904976	 46.684291	 46.692500	 46.831575	     	  0.988207	  0.979624	  0.982768	  0.985870	     
  181	 45.302742	 45.804735	 45.647994	 45.439189	     	  0.986831	  0.976696	  0.979985	  0.984001	     
  182	 46.514891	 46.436333	 46.339611	 46.472080	     	  0.987985	  0.978146	  0.981160	  0.985207	     
  183	 45.297215	 46.030932	 45.864939	 45.503236	     	  0.986804	  0.977398	  0.980435	  0.984175	     
  184	 46.808330	 46.574716	 46.561641	 46.726794	     	  0.987993	  0.979181	  0.982005	  0.985527	     
  185	 45.224618	 45.912113	 45.832772	 45.429952	     	  0.986538	  0.976947	  0.980196	  0.983882	     
  186	 45.854818	 45.986482	 45.922473	 45.887746	     	  0.986963	  0.976444	  0.979616	  0.983985	     
  187	 45.366330	 45.930484	 45.983515	 45.554408	     	  0.986470	  0.976630	  0.980089	  0.983767	     
  188	 46.138930	 46.025380	 45.991501	 46.094985	     	  0.986973	  0.976438	  0.979562	  0.983982	     
  189	 45.240784	 46.042699	 46.165544	 45.509808	     	  0.986459	  0.976969	  0.980375	  0.983863	     
  190	 46.134791	 46.113858	 46.194437	 46.141172	     	  0.987075	  0.976807	  0.980026	  0.984189	     
  191	 46.253213	 46.264798	 46.378482	 46.275780	     	  0.987392	  0.977495	  0.980571	  0.984606	     
  192	 48.637105	 48.107099	 48.478117	 48.517819	     	  0.991405	  0.983950	  0.987013	  0.989431	     
  193	 45.466270	 46.623466	 47.085159	 45.879899	     	  0.988197	  0.980614	  0.983961	  0.986227	     
  194	 45.843329	 46.575453	 46.811814	 46.108218	     	  0.988259	  0.979889	  0.982768	  0.985949	     
  195	 44.853982	 46.022838	 46.327001	 45.250547	     	  0.987132	  0.978362	  0.981432	  0.984721	     
  196	 46.161084	 46.566096	 46.742543	 46.319076	     	  0.988311	  0.979552	  0.982256	  0.985842	     
  197	 44.343498	 45.315390	 45.454687	 44.663547	  min	  0.986160	  0.975503	  0.978273	  0.983069	     
  198	 44.706643	 45.298871	 45.364520	 44.905126	     	  0.986449	  0.974869	  0.977453	  0.983020	     
  199	 43.476583	 44.452240	 44.580280	 43.796130	  min	  0.984786	  0.971418	  0.974548	  0.980852	     
  200	 45.139004	 45.192432	 45.338251	 45.180509	     	  0.986477	  0.973981	  0.976949	  0.982806	     
  201	 43.643957	 44.194656	 44.368243	 43.845971	     	  0.984838	  0.969445	  0.972846	  0.980274	     
  202	 44.512075	 44.602867	 44.780101	 44.570765	     	  0.985923	  0.970885	  0.974303	  0.981480	     
  203	 43.195219	 43.925488	 44.101551	 43.450967	  min	  0.984195	  0.967889	  0.971490	  0.979360	     
  204	 44.963215	 44.770082	 45.022792	 44.940222	     	  0.985984	  0.971534	  0.975093	  0.981761	     
  205	 43.444350	 43.771290	 43.960356	 43.580025	     	  0.984441	  0.966577	  0.970376	  0.979119	     
  206	 44.488067	 44.367149	 44.586259	 44.483815	     	  0.985793	  0.969496	  0.972807	  0.980912	     
  207	 43.449934	 43.675032	 43.903099	 43.559588	     	  0.984503	  0.966092	  0.969783	  0.978981	     
  208	 44.846021	 44.668454	 45.012566	 44.843046	     	  0.985723	  0.971016	  0.974606	  0.981419	     
  209	 43.484138	 43.599990	 43.808755	 43.555912	     	  0.984817	  0.965775	  0.969082	  0.979021	     
  210	 44.374052	 44.259826	 44.496651	 44.374910	     	  0.985847	  0.969081	  0.972016	  0.980748	     
  211	 43.496780	 43.548229	 43.814395	 43.556763	     	  0.984707	  0.965667	  0.968875	  0.978895	     
  212	 44.743946	 44.580937	 44.982388	 44.754944	     	  0.985514	  0.970742	  0.973868	  0.981111	     
  213	 43.430097	 43.455988	 43.717610	 43.481064	     	  0.984645	  0.965179	  0.968222	  0.978663	     
  214	 44.227253	 44.203140	 44.483959	 44.264930	     	  0.985645	  0.969019	  0.971666	  0.980544	     
  215	 43.451180	 43.351619	 43.569306	 43.453818	     	  0.984620	  0.964669	  0.967126	  0.978379	     
  216	 44.688314	 44.417808	 44.794075	 44.659307	     	  0.985622	  0.970038	  0.972632	  0.980860	     
  217	 43.499537	 43.256283	 43.463691	 43.452099	     	  0.984965	  0.964219	  0.966410	  0.978415	     
  218	 44.156496	 44.238912	 44.468674	 44.220780	     	  0.985819	  0.969395	  0.971316	  0.980664	     
  219	 43.378755	 43.131470	 43.413100	 43.342201	  min	  0.984780	  0.963603	  0.965981	  0.978117	     
  220	 44.613962	 44.233299	 44.605235	 44.546722	     	  0.985733	  0.969265	  0.971399	  0.980599	     
  221	 43.396568	 43.024033	 43.346585	 43.323969	  min	  0.985195	  0.963152	  0.965497	  0.978238	     
  222	 43.763853	 43.962254	 44.280275	 43.878835	     	  0.985589	  0.968495	  0.970466	  0.980219	     
  223	 43.038659	 42.674259	 42.984894	 42.966885	  min	  0.984735	  0.961523	  0.963798	  0.977377	     
  224	 44.539467	 44.157273	 44.578516	 44.479773	     	  0.985924	  0.969078	  0.971146	  0.980654	     
  225	 42.967193	 42.676761	 43.063663	 42.933167	  min	  0.984730	  0.961737	  0.964102	  0.977460	     
  226	 43.765642	 44.075911	 44.588543	 43.944106	     	  0.985545	  0.969330	  0.971577	  0.980514	     
  227	 42.697539	 42.540886	 43.017443	 42.722426	  min	  0.984055	  0.961050	  0.963696	  0.976827	     
  228	 43.536821	 43.813042	 44.362421	 43.710150	     	  0.984254	  0.967796	  0.969934	  0.979124	     
  229	 42.554413	 42.516518	 43.001485	 42.619358	  min	  0.984133	  0.961084	  0.963365	  0.976830	     
  230	 43.619775	 43.861330	 44.450155	 43.788127	     	  0.985346	  0.968756	  0.970596	  0.980123	     
  231	 42.475436	 42.474790	 42.989957	 42.556957	  min	  0.984006	  0.960970	  0.963058	  0.976675	     
  232	 43.432561	 43.746294	 44.363252	 43.626911	     	  0.984124	  0.967727	  0.969515	  0.978956	     
  233	 42.450646	 42.436770	 42.902536	 42.520416	  min	  0.983937	  0.960639	  0.962323	  0.976452	     
  234	 43.292860	 43.620786	 44.207292	 43.487217	     	  0.984873	  0.967736	  0.968829	  0.979343	     
  235	 42.456647	 42.354056	 42.827889	 42.498852	  min	  0.983895	  0.960050	  0.961516	  0.976191	     
  236	 43.323886	 43.539681	 44.190233	 43.493129	     	  0.983839	  0.966637	  0.968122	  0.978352	     
  237	 42.223597	 42.256169	 42.794855	 42.319265	  min	  0.983480	  0.959262	  0.960729	  0.975652	     
  238	 43.382508	 43.533058	 44.131724	 43.524147	     	  0.984399	  0.966815	  0.967682	  0.978682	     
  239	 43.511841	 43.500296	 44.014168	 43.589668	     	  0.984982	  0.966575	  0.967041	  0.978924	     
  240	 47.013819	 46.514109	 46.963663	 46.918206	     	  0.991680	  0.981562	  0.981298	  0.988263	     
  241	 42.684593	 42.956176	 43.371060	 42.836939	     	  0.987222	  0.967076	  0.967611	  0.980595	     
  242	 43.744635	 43.828057	 44.425237	 43.865052	     	  0.988136	  0.971687	  0.972482	  0.982786	     
  243	 42.452088	 42.465288	 43.011349	 42.542681	     	  0.986154	  0.963923	  0.964969	  0.978918	     
  244	 43.778370	 44.129608	 44.833454	 43.996089	     	  0.987366	  0.972736	  0.973647	  0.982641	     
  245	 42.277620	 42.349990	 42.920837	 42.390683	     	  0.985653	  0.962885	  0.964106	  0.978267	     
  246	 43.389365	 43.334212	 43.900116	 43.461012	     	  0.986915	  0.968404	  0.969048	  0.980852	     
  247	 42.085728	 42.221390	 42.842111	 42.225924	  min	  0.985027	  0.962061	  0.963178	  0.977558	     
  248	 43.493928	 43.727782	 44.421730	 43.674820	     	  0.986414	  0.970272	  0.970961	  0.981148	     
  249	 42.008361	 42.101546	 42.786813	 42.144621	  min	  0.985048	  0.961344	  0.962512	  0.977341	     
